-1	3.29683
-0.9999	3.29638
-0.9998	3.29593
-0.9997	3.29549
-0.9996	3.29504
-0.9995	3.29459
-0.9994	3.29414
-0.9993	3.2937
-0.9992	3.29325
-0.9991	3.2928
-0.999	3.29235
-0.9989	3.29191
-0.9988	3.29146
-0.9987	3.29101
-0.9986	3.29057
-0.9985	3.29012
-0.9984	3.28967
-0.9983	3.28923
-0.9982	3.28878
-0.9981	3.28833
-0.998	3.28788
-0.9979	3.28744
-0.9978	3.28699
-0.9977	3.28654
-0.9976	3.2861
-0.9975	3.28565
-0.9974	3.2852
-0.9973	3.28476
-0.9972	3.28431
-0.9971	3.28386
-0.997	3.28342
-0.9969	3.28297
-0.9968	3.28252
-0.9967	3.28208
-0.9966	3.28163
-0.9965	3.28119
-0.9964	3.28074
-0.9963	3.28029
-0.9962	3.27985
-0.9961	3.2794
-0.996	3.27895
-0.9959	3.27851
-0.9958	3.27806
-0.9957	3.27762
-0.9956	3.27717
-0.9955	3.27672
-0.9954	3.27628
-0.9953	3.27583
-0.9952	3.27538
-0.9951	3.27494
-0.995	3.27449
-0.9949	3.27405
-0.9948	3.2736
-0.9947	3.27316
-0.9946	3.27271
-0.9945	3.27226
-0.9944	3.27182
-0.9943	3.27137
-0.9942	3.27093
-0.9941	3.27048
-0.994	3.27004
-0.9939	3.26959
-0.9938	3.26914
-0.9937	3.2687
-0.9936	3.26825
-0.9935	3.26781
-0.9934	3.26736
-0.9933	3.26692
-0.9932	3.26647
-0.9931	3.26603
-0.993	3.26558
-0.9929	3.26514
-0.9928	3.26469
-0.9927	3.26424
-0.9926	3.2638
-0.9925	3.26335
-0.9924	3.26291
-0.9923	3.26246
-0.9922	3.26202
-0.9921	3.26157
-0.992	3.26113
-0.9919	3.26068
-0.9918	3.26024
-0.9917	3.25979
-0.9916	3.25935
-0.9915	3.2589
-0.9914	3.25846
-0.9913	3.25802
-0.9912	3.25757
-0.9911	3.25713
-0.991	3.25668
-0.9909	3.25624
-0.9908	3.25579
-0.9907	3.25535
-0.9906	3.2549
-0.9905	3.25446
-0.9904	3.25401
-0.9903	3.25357
-0.9902	3.25312
-0.9901	3.25268
-0.99	3.25224
-0.9899	3.25179
-0.9898	3.25135
-0.9897	3.2509
-0.9896	3.25046
-0.9895	3.25001
-0.9894	3.24957
-0.9893	3.24913
-0.9892	3.24868
-0.9891	3.24824
-0.989	3.24779
-0.9889	3.24735
-0.9888	3.24691
-0.9887	3.24646
-0.9886	3.24602
-0.9885	3.24557
-0.9884	3.24513
-0.9883	3.24469
-0.9882	3.24424
-0.9881	3.2438
-0.988	3.24336
-0.9879	3.24291
-0.9878	3.24247
-0.9877	3.24202
-0.9876	3.24158
-0.9875	3.24114
-0.9874	3.24069
-0.9873	3.24025
-0.9872	3.23981
-0.9871	3.23936
-0.987	3.23892
-0.9869	3.23848
-0.9868	3.23803
-0.9867	3.23759
-0.9866	3.23715
-0.9865	3.2367
-0.9864	3.23626
-0.9863	3.23582
-0.9862	3.23537
-0.9861	3.23493
-0.986	3.23449
-0.9859	3.23404
-0.9858	3.2336
-0.9857	3.23316
-0.9856	3.23271
-0.9855	3.23227
-0.9854	3.23183
-0.9853	3.23139
-0.9852	3.23094
-0.9851	3.2305
-0.985	3.23006
-0.9849	3.22961
-0.9848	3.22917
-0.9847	3.22873
-0.9846	3.22829
-0.9845	3.22784
-0.9844	3.2274
-0.9843	3.22696
-0.9842	3.22652
-0.9841	3.22607
-0.984	3.22563
-0.9839	3.22519
-0.9838	3.22475
-0.9837	3.2243
-0.9836	3.22386
-0.9835	3.22342
-0.9834	3.22298
-0.9833	3.22253
-0.9832	3.22209
-0.9831	3.22165
-0.983	3.22121
-0.9829	3.22077
-0.9828	3.22032
-0.9827	3.21988
-0.9826	3.21944
-0.9825	3.219
-0.9824	3.21856
-0.9823	3.21811
-0.9822	3.21767
-0.9821	3.21723
-0.982	3.21679
-0.9819	3.21635
-0.9818	3.2159
-0.9817	3.21546
-0.9816	3.21502
-0.9815	3.21458
-0.9814	3.21414
-0.9813	3.2137
-0.9812	3.21325
-0.9811	3.21281
-0.981	3.21237
-0.9809	3.21193
-0.9808	3.21149
-0.9807	3.21105
-0.9806	3.21061
-0.9805	3.21016
-0.9804	3.20972
-0.9803	3.20928
-0.9802	3.20884
-0.9801	3.2084
-0.98	3.20796
-0.9799	3.20752
-0.9798	3.20708
-0.9797	3.20663
-0.9796	3.20619
-0.9795	3.20575
-0.9794	3.20531
-0.9793	3.20487
-0.9792	3.20443
-0.9791	3.20399
-0.979	3.20355
-0.9789	3.20311
-0.9788	3.20267
-0.9787	3.20222
-0.9786	3.20178
-0.9785	3.20134
-0.9784	3.2009
-0.9783	3.20046
-0.9782	3.20002
-0.9781	3.19958
-0.978	3.19914
-0.9779	3.1987
-0.9778	3.19826
-0.9777	3.19782
-0.9776	3.19738
-0.9775	3.19694
-0.9774	3.1965
-0.9773	3.19606
-0.9772	3.19562
-0.9771	3.19518
-0.977	3.19474
-0.9769	3.1943
-0.9768	3.19386
-0.9767	3.19342
-0.9766	3.19298
-0.9765	3.19253
-0.9764	3.19209
-0.9763	3.19165
-0.9762	3.19121
-0.9761	3.19077
-0.976	3.19033
-0.9759	3.18989
-0.9758	3.18945
-0.9757	3.18902
-0.9756	3.18858
-0.9755	3.18814
-0.9754	3.1877
-0.9753	3.18726
-0.9752	3.18682
-0.9751	3.18638
-0.975	3.18594
-0.9749	3.1855
-0.9748	3.18506
-0.9747	3.18462
-0.9746	3.18418
-0.9745	3.18374
-0.9744	3.1833
-0.9743	3.18286
-0.9742	3.18242
-0.9741	3.18198
-0.974	3.18154
-0.9739	3.1811
-0.9738	3.18066
-0.9737	3.18022
-0.9736	3.17978
-0.9735	3.17935
-0.9734	3.17891
-0.9733	3.17847
-0.9732	3.17803
